a	occurrence?id_SignBankVariant=373
track-thumb	occurrence?id_SignBankVariant=4738

tradition	occurrence?id_SignBankVariant=2890

traffic	occurrence?id_SignBankVariant=2891

traffic_2	occurrence?id_SignBankVariant=4566

train	occurrence?id_SignBankVariant=2892

transfer	occurrence?id_SignBankVariant=2893
(2h)transfer	occurrence?id_SignBankVariant=6723

translate	occurrence?id_SignBankVariant=2894

transmission	occurrence?id_SignBankVariant=5752

transportation	occurrence?id_SignBankVariant=2895

trap	occurrence?id_SignBankVariant=2896
trap_2	occurrence?id_SignBankVariant=2897

trash/bag	occurrence?id_SignBankVariant=2898
(5)trash/bag	occurrence?id_SignBankVariant=6752
(b)trash/bag	occurrence?id_SignBankVariant=6753
(g)trash/bag	occurrence?id_SignBankVariant=255
trash/bag* (trash/bag+dcl:c"trash-can")	occurrence?id_SignBankVariant=5521

trash/bag+dcl:c"trash-can"	occurrence?id_SignBankVariant=5892

travel	occurrence?id_SignBankVariant=2899
(1)travel	occurrence?id_SignBankVariant=58

treat	occurrence?id_SignBankVariant=2900
(1h)treat_2	occurrence?id_SignBankVariant=5627
dutch-treat	occurrence?id_SignBankVariant=6037
treat_2	occurrence?id_SignBankVariant=2901

tree	occurrence?id_SignBankVariant=2902
tree* (tree+dcl"branch")	occurrence?id_SignBankVariant=4172
tree* (tree+dcl"branches")	occurrence?id_SignBankVariant=4178
tree-pl	occurrence?id_SignBankVariant=2903

tree+dcl"branch"	occurrence?id_SignBankVariant=4171

tree+dcl"branches"	occurrence?id_SignBankVariant=4177

trigonometry	occurrence?id_SignBankVariant=2904

trim	occurrence?id_SignBankVariant=2905

trim-hedge	occurrence?id_SignBankVariant=2906

trip	occurrence?id_SignBankVariant=2907

triple	occurrence?id_SignBankVariant=2908

trombone	occurrence?id_SignBankVariant=2909

trophy	occurrence?id_SignBankVariant=2910
trophy_2	occurrence?id_SignBankVariant=6754

trouble	occurrence?id_SignBankVariant=2911

trounce	occurrence?id_SignBankVariant=4640

trumpet	occurrence?id_SignBankVariant=2912

*trunk (car+trunk)	occurrence?id_SignBankVariant=3397

try	occurrence?id_SignBankVariant=2913

#tty	occurrence?id_SignBankVariant=38

tubing	occurrence?id_SignBankVariant=4539
*tubing (water+tubing)	occurrence?id_SignBankVariant=5054

tubing_2	occurrence?id_SignBankVariant=5851

tuesday	occurrence?id_SignBankVariant=2914

tunnel	occurrence?id_SignBankVariant=2915

turkey	occurrence?id_SignBankVariant=4427
turkey_2	occurrence?id_SignBankVariant=5751

turn	occurrence?id_SignBankVariant=2916
i:turn:j	occurrence?id_SignBankVariant=6568
turn* (turn+boy+correct)	occurrence?id_SignBankVariant=6177
turn* (turn+boy_2+correct)	occurrence?id_SignBankVariant=4181
turn* (turn+brother)	occurrence?id_SignBankVariant=4185
turn* (turn+fatherwg)	occurrence?id_SignBankVariant=4188
turn* (turn+girl+correct)	occurrence?id_SignBankVariant=4191
turn* (turn+mother)	occurrence?id_SignBankVariant=5353
turn* (turn+motherwg)	occurrence?id_SignBankVariant=4198
turn* (turn+sister)	occurrence?id_SignBankVariant=4201
turn-1p	occurrence?id_SignBankVariant=6168
turn-pl-arc	occurrence?id_SignBankVariant=2920

turn+boy+correct	occurrence?id_SignBankVariant=6251

turn+boy_2+correct	occurrence?id_SignBankVariant=4180

turn+brother	occurrence?id_SignBankVariant=4184

turn+fatherwg	occurrence?id_SignBankVariant=4187

turn+girl+correct	occurrence?id_SignBankVariant=4190

turn+mother	occurrence?id_SignBankVariant=5479

turn+motherwg	occurrence?id_SignBankVariant=4197

turn+sister	occurrence?id_SignBankVariant=4200

turn-close-right	occurrence?id_SignBankVariant=5845

turn-down	occurrence?id_SignBankVariant=2917

turn-far-right	occurrence?id_SignBankVariant=5826

turn-page	occurrence?id_SignBankVariant=2918

turn-page_2	occurrence?id_SignBankVariant=2919

turtle	occurrence?id_SignBankVariant=2921

turtleneck	occurrence?id_SignBankVariant=5784

tutor	occurrence?id_SignBankVariant=2922

#tv	occurrence?id_SignBankVariant=39

tweezer	occurrence?id_SignBankVariant=5758

twelve	occurrence?id_SignBankVariant=2923
twelve* (twelve+half)	occurrence?id_SignBankVariant=5262

twelve+half	occurrence?id_SignBankVariant=5304

twenty	occurrence?id_SignBankVariant=2924

twenty-eight	occurrence?id_SignBankVariant=4617
twenty-eight:i	occurrence?id_SignBankVariant=4551

twenty-five	occurrence?id_SignBankVariant=2925
*twenty-five (cent+twenty-five)	occurrence?id_SignBankVariant=3427

twenty-one	occurrence?id_SignBankVariant=2926
twenty-one_2	occurrence?id_SignBankVariant=2927

twenty-three	occurrence?id_SignBankVariant=2928

twenty-two	occurrence?id_SignBankVariant=2929

twice	occurrence?id_SignBankVariant=2930

twins	occurrence?id_SignBankVariant=2931
(t)twins	occurrence?id_SignBankVariant=344
(u)twins	occurrence?id_SignBankVariant=348

twist	occurrence?id_SignBankVariant=2932

two	occurrence?id_SignBankVariant=2933
*two_2 ((s)old+two_2)	occurrence?id_SignBankVariant=3215
*two_2 (old+two_2)	occurrence?id_SignBankVariant=6242
two* (two+hour)	occurrence?id_SignBankVariant=6180
two* (two+thousand)	occurrence?id_SignBankVariant=6457
two_2	occurrence?id_SignBankVariant=5331
two_2* (two_2+hour)	occurrence?id_SignBankVariant=4204
two_2* (two_2+zero+thirteen)	occurrence?id_SignBankVariant=5320

two+hour	occurrence?id_SignBankVariant=6231

two+thousand	occurrence?id_SignBankVariant=6476

two-hours	occurrence?id_SignBankVariant=2934

two-hundred	occurrence?id_SignBankVariant=4433

two-months	occurrence?id_SignBankVariant=2935

two-more	occurrence?id_SignBankVariant=2936

two-on-two	occurrence?id_SignBankVariant=6020

two-weeks	occurrence?id_SignBankVariant=2937

two_2+hour	occurrence?id_SignBankVariant=4203

two_2+zero+thirteen	occurrence?id_SignBankVariant=5319

type	occurrence?id_SignBankVariant=2938
type_2	occurrence?id_SignBankVariant=6478
typewriter	occurrence?id_SignBankVariant=2939

u	occurrence?id_SignBankVariant=2941

ugly	occurrence?id_SignBankVariant=2942
(1h)ugly	occurrence?id_SignBankVariant=5604

umbrella	occurrence?id_SignBankVariant=2943
umbrella_2	occurrence?id_SignBankVariant=6544

uncle	occurrence?id_SignBankVariant=2944
uncle_2	occurrence?id_SignBankVariant=2945

under	occurrence?id_SignBankVariant=2946
(1h)under	occurrence?id_SignBankVariant=7913

underpants	occurrence?id_SignBankVariant=2947
*underpants (bra+underpants)	occurrence?id_SignBankVariant=3366
*underpants (bra_2+underpants)	occurrence?id_SignBankVariant=7658
underpants* (underpants+bra)	occurrence?id_SignBankVariant=4207

underpants+bra	occurrence?id_SignBankVariant=4206

understand	occurrence?id_SignBankVariant=2948
(2h)alt.understand	occurrence?id_SignBankVariant=4766

underwear/precious	occurrence?id_SignBankVariant=2950

unicorn	occurrence?id_SignBankVariant=5759

uniform	occurrence?id_SignBankVariant=2951

universe	occurrence?id_SignBankVariant=2952

university	occurrence?id_SignBankVariant=2953
*university (ns-gallaudet+university)	occurrence?id_SignBankVariant=5472

unsure/undecided	occurrence?id_SignBankVariant=6406

up	occurrence?id_SignBankVariant=2954
*up (cat+up)	occurrence?id_SignBankVariant=3409
*up_2 (cat+up_2)	occurrence?id_SignBankVariant=6325
up* (up+sun_2)	occurrence?id_SignBankVariant=5581

up+sun_2	occurrence?id_SignBankVariant=5902

up-ahead	occurrence?id_SignBankVariant=2955

up-to-now	occurrence?id_SignBankVariant=2956

upper	occurrence?id_SignBankVariant=2957

upset	occurrence?id_SignBankVariant=2958
(p)upset	occurrence?id_SignBankVariant=4438

upside-down	occurrence?id_SignBankVariant=2959

upstairs	occurrence?id_SignBankVariant=2960

urge	occurrence?id_SignBankVariant=2961

ns-#us	occurrence?id_SignBankVariant=1947

ns-#usa	occurrence?id_SignBankVariant=5482

use	occurrence?id_SignBankVariant=2962
(1h)use_2	occurrence?id_SignBankVariant=4667
use* (use+agent)	occurrence?id_SignBankVariant=4210
use_2	occurrence?id_SignBankVariant=2963
use_2* (use_2+agent)	occurrence?id_SignBankVariant=4213

use+agent	occurrence?id_SignBankVariant=4209

use-sign-language	occurrence?id_SignBankVariant=4489
(1h)use-sign-language	occurrence?id_SignBankVariant=4699
(2h)alt.use-sign-language	occurrence?id_SignBankVariant=140

use_2+agent	occurrence?id_SignBankVariant=4212

used-to	occurrence?id_SignBankVariant=2964

ns-#utah	occurrence?id_SignBankVariant=4706

v	occurrence?id_SignBankVariant=2965

ns-#va	occurrence?id_SignBankVariant=5517
*ns-#va (west_2+ns-#va)	occurrence?id_SignBankVariant=6349

west_2+ns-#va	occurrence?id_SignBankVariant=6358

vacation	occurrence?id_SignBankVariant=2966
(2h)alt.vacation	occurrence?id_SignBankVariant=6390
vacationwg	occurrence?id_SignBankVariant=2967

vacuum	occurrence?id_SignBankVariant=2968
vacuum* (vacuum+agent)	occurrence?id_SignBankVariant=6506

vacuum+agent	occurrence?id_SignBankVariant=6518

vacuum-up	occurrence?id_SignBankVariant=2969

vacuum_2	occurrence?id_SignBankVariant=5901

vagina	occurrence?id_SignBankVariant=2970

vague	occurrence?id_SignBankVariant=2971
*vague (eyes+vague)	occurrence?id_SignBankVariant=5503

vain	occurrence?id_SignBankVariant=2972

valley	occurrence?id_SignBankVariant=2973

vanilla	occurrence?id_SignBankVariant=2974
(1h)vanilla	occurrence?id_SignBankVariant=119

vary	occurrence?id_SignBankVariant=2975
vary_2	occurrence?id_SignBankVariant=2976

vegetable	occurrence?id_SignBankVariant=2977
vegetable* (vegetable+agent)	occurrence?id_SignBankVariant=4914

vegetable+agent	occurrence?id_SignBankVariant=5211

vein	occurrence?id_SignBankVariant=6670
vein* (vein+nervy)	occurrence?id_SignBankVariant=6673

vein+nervy	occurrence?id_SignBankVariant=6695

very	occurrence?id_SignBankVariant=2978

very-fast	occurrence?id_SignBankVariant=2979

veto/reject	occurrence?id_SignBankVariant=2981

vibrate	occurrence?id_SignBankVariant=2982

video-camera	occurrence?id_SignBankVariant=2984
video-camera-1p	occurrence?id_SignBankVariant=5603

video-edit	occurrence?id_SignBankVariant=6404

video-game	occurrence?id_SignBankVariant=4542

video-phone	occurrence?id_SignBankVariant=4645

videotape	occurrence?id_SignBankVariant=4691
videotape_2	occurrence?id_SignBankVariant=2985

vinegar	occurrence?id_SignBankVariant=2986
vinegar_2	occurrence?id_SignBankVariant=2987

violin	occurrence?id_SignBankVariant=2988

virgin	occurrence?id_SignBankVariant=2989
virgin* (virgin+fs-mary)	occurrence?id_SignBankVariant=4216

virgin+fs-mary	occurrence?id_SignBankVariant=4215

virgin-mary	occurrence?id_SignBankVariant=2990

visit	occurrence?id_SignBankVariant=4337
visit* (visit+agent)	occurrence?id_SignBankVariant=4219
visit-1p	occurrence?id_SignBankVariant=4325
visit:i	occurrence?id_SignBankVariant=7718
visit_2	occurrence?id_SignBankVariant=5384

visit+agent	occurrence?id_SignBankVariant=4218

visualize	occurrence?id_SignBankVariant=2992
(1h)visualize	occurrence?id_SignBankVariant=6559
*visualize (idea+visualize)	occurrence?id_SignBankVariant=6108
*visualize (think+visualize)	occurrence?id_SignBankVariant=6747

ns-#vn	occurrence?id_SignBankVariant=2082

vocabulary	occurrence?id_SignBankVariant=2993

vodka	occurrence?id_SignBankVariant=2995
(v)vodka	occurrence?id_SignBankVariant=355
vodka_2	occurrence?id_SignBankVariant=2996

voice	occurrence?id_SignBankVariant=2997
(2h)alt.voice	occurrence?id_SignBankVariant=6621
voice* (voice+(1)temperature/pitch)	occurrence?id_SignBankVariant=4222

voice+(1)temperature/pitch	occurrence?id_SignBankVariant=4221

voice-range	occurrence?id_SignBankVariant=6577
voice-range_2	occurrence?id_SignBankVariant=6930

voice_2	occurrence?id_SignBankVariant=6592

#vol	occurrence?id_SignBankVariant=4762

volleyball	occurrence?id_SignBankVariant=2998
volleyball_2	occurrence?id_SignBankVariant=5699

volunteer/shirt	occurrence?id_SignBankVariant=2999
(2h)shirt	occurrence?id_SignBankVariant=169
*volunteer/shirt (dcl"t"+volunteer/shirt)	occurrence?id_SignBankVariant=3472
volunteer/shirt* (volunteer/shirt+dcl4"striped-shirt")	occurrence?id_SignBankVariant=5976
volunteer/shirt* (volunteer/shirt+dcl:4"plaid")	occurrence?id_SignBankVariant=5958
volunteer/shirt* (volunteer/shirt+dcl:5-c"shirt wrinkled")	occurrence?id_SignBankVariant=5606
volunteer/shirt* (volunteer/shirt+dcl:5-c-tt"frilled")	occurrence?id_SignBankVariant=5555
volunteer/shirt* (volunteer/shirt+dcl:f"polka-dotted-shirt")	occurrence?id_SignBankVariant=5387
volunteer/shirt* (volunteer/shirt+dcl:i"lined shirt")	occurrence?id_SignBankVariant=7826

volunteer/shirt+dcl4"striped-shirt"	occurrence?id_SignBankVariant=6033

volunteer/shirt+dcl:4"plaid"	occurrence?id_SignBankVariant=6032

volunteer/shirt+dcl:5-c"shirt wrinkled"	occurrence?id_SignBankVariant=5900

volunteer/shirt+dcl:5-c-tt"frilled"	occurrence?id_SignBankVariant=5887

volunteer/shirt+dcl:f"polka-dotted-shirt"	occurrence?id_SignBankVariant=5899

volunteer/shirt+dcl:i"lined shirt"	occurrence?id_SignBankVariant=7835

(c)vomit	occurrence?id_SignBankVariant=216

vomit/hate	occurrence?id_SignBankVariant=3000
(1h)vomit/hate	occurrence?id_SignBankVariant=4649
(sml-c/3)vomit	occurrence?id_SignBankVariant=4792

vote	occurrence?id_SignBankVariant=3001

#vp	occurrence?id_SignBankVariant=4482

#vp_2	occurrence?id_SignBankVariant=5954

ns-#vt	occurrence?id_SignBankVariant=5256

w	occurrence?id_SignBankVariant=3002

waffle	occurrence?id_SignBankVariant=5661

wag	occurrence?id_SignBankVariant=3003
*wag (snake+wag)	occurrence?id_SignBankVariant=4065
wag_2	occurrence?id_SignBankVariant=3004

waist	occurrence?id_SignBankVariant=3005
(bent-b-l)waist	occurrence?id_SignBankVariant=214

wait	occurrence?id_SignBankVariant=3006
(1h)wait	occurrence?id_SignBankVariant=4387

wait-a-minute	occurrence?id_SignBankVariant=3007

wake-up	occurrence?id_SignBankVariant=3008

walk	occurrence?id_SignBankVariant=3009
(3)walk	occurrence?id_SignBankVariant=176

wall	occurrence?id_SignBankVariant=3010

wallet	occurrence?id_SignBankVariant=3011

want	occurrence?id_SignBankVariant=3012
(1h)want	occurrence?id_SignBankVariant=4310
(1h)want* ((1h)want+neg)	occurrence?id_SignBankVariant=5061
(1h)want_2	occurrence?id_SignBankVariant=4536
(25)want* ((25)want+neg)	occurrence?id_SignBankVariant=3142
want* (want+neg)	occurrence?id_SignBankVariant=4225
want_2	occurrence?id_SignBankVariant=3013
want_2* (want_2+neg)	occurrence?id_SignBankVariant=6271
want_3	occurrence?id_SignBankVariant=4768

want+neg	occurrence?id_SignBankVariant=4224

(25)want+neg	occurrence?id_SignBankVariant=3141

(1h)want+neg	occurrence?id_SignBankVariant=4749

want_2+neg	occurrence?id_SignBankVariant=6272

war	occurrence?id_SignBankVariant=5410
(w)war	occurrence?id_SignBankVariant=358

warm	occurrence?id_SignBankVariant=3014
(2h)warm	occurrence?id_SignBankVariant=6391

warn	occurrence?id_SignBankVariant=3015

wash	occurrence?id_SignBankVariant=3016
wash* (wash+dish-pl)	occurrence?id_SignBankVariant=4228

wash+dish-pl	occurrence?id_SignBankVariant=4227

wash-car	occurrence?id_SignBankVariant=6411

wash-dish	occurrence?id_SignBankVariant=3017

wash-face	occurrence?id_SignBankVariant=3018
(1h)wash-face	occurrence?id_SignBankVariant=5533
(b-l)wash-face	occurrence?id_SignBankVariant=209

wash-hands	occurrence?id_SignBankVariant=3019
(b-l)wash-hands	occurrence?id_SignBankVariant=210

washing-machine	occurrence?id_SignBankVariant=3020
*washing-machine (dry+washing-machine)	occurrence?id_SignBankVariant=3508
*washing-machine (soap+washing-machine)	occurrence?id_SignBankVariant=4071
washing-machine* (washing-machine+soap)	occurrence?id_SignBankVariant=4234

washing-machine+soap	occurrence?id_SignBankVariant=4233

ns-washington	occurrence?id_SignBankVariant=2083
ns-washington* (ns-washington+fs-dc)	occurrence?id_SignBankVariant=3895

ns-washington+fs-dc	occurrence?id_SignBankVariant=3894

waste	occurrence?id_SignBankVariant=3021
waste_2	occurrence?id_SignBankVariant=3022

watch	occurrence?id_SignBankVariant=3023
(sml-c/3)watch	occurrence?id_SignBankVariant=6778

watch-tv	occurrence?id_SignBankVariant=4546

water	occurrence?id_SignBankVariant=3024
(1)water* ((1)water+ocean)	occurrence?id_SignBankVariant=3114
*water* (river+water+river)	occurrence?id_SignBankVariant=6163
water* (water+bcl"drinking from a water fountain")	occurrence?id_SignBankVariant=4249
water* (water+dcl"round flat")	occurrence?id_SignBankVariant=4252
water* (water+dcl:crvd-l"water tubing")	occurrence?id_SignBankVariant=5323
water* (water+dcl:l-x"tube skipping on water")	occurrence?id_SignBankVariant=5002
water* (water+flow_2)	occurrence?id_SignBankVariant=4255
water* (water+melon/pumpkin)	occurrence?id_SignBankVariant=4240
water* (water+ocean)	occurrence?id_SignBankVariant=4261
water* (water+river)	occurrence?id_SignBankVariant=4264
water* (water+river_2)	occurrence?id_SignBankVariant=4267
water* (water+scl:5"waterfall")	occurrence?id_SignBankVariant=4243
water* (water+sprinkler)	occurrence?id_SignBankVariant=4246
water* (water+tubing)	occurrence?id_SignBankVariant=5053
water* (water+water-rise)	occurrence?id_SignBankVariant=4270
water_2	occurrence?id_SignBankVariant=6523

water+bcl"drinking from a water fountain"	occurrence?id_SignBankVariant=4248

water+dcl"round flat"	occurrence?id_SignBankVariant=4251

water+dcl:crvd-l"water tubing"	occurrence?id_SignBankVariant=5371

water+dcl:l-x"tube skipping on water"	occurrence?id_SignBankVariant=5318

water+flow_2	occurrence?id_SignBankVariant=4254

water+melon/pumpkin	occurrence?id_SignBankVariant=4239

(1)water+ocean	occurrence?id_SignBankVariant=3113

water+ocean	occurrence?id_SignBankVariant=4260

water+river	occurrence?id_SignBankVariant=4263

water+river_2	occurrence?id_SignBankVariant=4266

water+scl:5"waterfall"	occurrence?id_SignBankVariant=4242

water+sprinkler	occurrence?id_SignBankVariant=4245

water+tubing	occurrence?id_SignBankVariant=5210

water+water-rise	occurrence?id_SignBankVariant=4269

water-pump	occurrence?id_SignBankVariant=3025
(1h)water-pump	occurrence?id_SignBankVariant=120

water-rise	occurrence?id_SignBankVariant=3026
*water-rise (water+water-rise)	occurrence?id_SignBankVariant=4271

watermelon	occurrence?id_SignBankVariant=3027

wave-goodbye	occurrence?id_SignBankVariant=3028

wave-hello	occurrence?id_SignBankVariant=7889

wave-no	occurrence?id_SignBankVariant=5757

(w)way	occurrence?id_SignBankVariant=7793

weak	occurrence?id_SignBankVariant=3029

wealthy	occurrence?id_SignBankVariant=3030

weather	occurrence?id_SignBankVariant=3031

(5)weather	occurrence?id_SignBankVariant=187
(w)weather	occurrence?id_SignBankVariant=4554

weave	occurrence?id_SignBankVariant=3032

wedding	occurrence?id_SignBankVariant=3033
