a	A	occurrence?id_SignBankVariant=373
strong_2	brave, brawny, burly, confidence, courageous, might, mighty, powerful, strength, strong	occurrence?id_SignBankVariant=6022

structure	structure	occurrence?id_SignBankVariant=2706
structure_2	structure	occurrence?id_SignBankVariant=2707

struggle	struggle	occurrence?id_SignBankVariant=2708
struggle-continuative	struggle	occurrence?id_SignBankVariant=4315

stubborn	determined, headstrong, obstinate, pig-headed, stubborn, willful	occurrence?id_SignBankVariant=2709

stuck	blocked, caught, stuck, trapped	occurrence?id_SignBankVariant=2710

student	student	occurrence?id_SignBankVariant=4426

study	study	occurrence?id_SignBankVariant=2711
study-arc	study	occurrence?id_SignBankVariant=6389
study:j	study	occurrence?id_SignBankVariant=4704
study_2	study	occurrence?id_SignBankVariant=2712

stupid	dumb, ignorant, stupid	occurrence?id_SignBankVariant=2713
stupid_2	dumb, ignorant, stupid	occurrence?id_SignBankVariant=2714

stupid_3	dumb, ignorant, stupid	occurrence?id_SignBankVariant=2715

subliminal-influence	giving away the answer, underground influence	occurrence?id_SignBankVariant=4733
*subliminal-influence (inform+subliminal-influence)	giving away the answer, underground influence	occurrence?id_SignBankVariant=5182

subscribe	subscribe, subscription, welfare	occurrence?id_SignBankVariant=2716

subtract	minus, subtract	occurrence?id_SignBankVariant=2717

subway	subway, underground train	occurrence?id_SignBankVariant=2718
subway_2	subway, underground train	occurrence?id_SignBankVariant=2719

succeed	accomplishment, achievement, hit, prosperity, succeed, success, triumph, works out well	occurrence?id_SignBankVariant=2720

i:sue:j	bring a lawsuit, sue	occurrence?id_SignBankVariant=4472

suffer	endure, suffer	occurrence?id_SignBankVariant=2721

sugar/sweet	sugar, sweet	occurrence?id_SignBankVariant=2722

suggest	move, offer, propose, recommend, suggest	occurrence?id_SignBankVariant=2723
(1h)suggest	move, offer, propose, recommend, suggest	occurrence?id_SignBankVariant=113
(r)suggest	move, offer, propose, recommend, suggest	occurrence?id_SignBankVariant=324
*suggest ((2h)thank-you+suggest)	move, offer, propose, recommend, suggest	occurrence?id_SignBankVariant=5352
*suggest (thank-you+suggest)	move, offer, propose, recommend, suggest	occurrence?id_SignBankVariant=3169
suggest-1p	move, offer, propose, recommend, suggest	occurrence?id_SignBankVariant=5329

*suit (swim+suit)	*suit (swim+suit)	occurrence?id_SignBankVariant=5838

suitcase	luggage, suitcase	occurrence?id_SignBankVariant=2724

sulk	pout, sulk	occurrence?id_SignBankVariant=2725

summarize	summarize, summary	occurrence?id_SignBankVariant=2726

summer	summer	occurrence?id_SignBankVariant=2727

summon	call, summon, warn	occurrence?id_SignBankVariant=2728
i:summon-1p	call, summon, warn	occurrence?id_SignBankVariant=5405

sun	sun, sunny, sunshine	occurrence?id_SignBankVariant=2729
*sun_2 (up+sun_2)	sun, sunny, sunshine	occurrence?id_SignBankVariant=5895
sun_2	sun, sunny, sunshine	occurrence?id_SignBankVariant=2730

fs-sun+#burn	fs-sun+#burn	occurrence?id_SignBankVariant=5227

fs-sun+glasses_2	fs-sun+glasses_2	occurrence?id_SignBankVariant=5879

sunbathe	get a tan, sunbathe	occurrence?id_SignBankVariant=4550

sunday	Sunday	occurrence?id_SignBankVariant=2731
*(1h)sunday_2 (friday+saturday+(1h)sunday_2)	Sunday	occurrence?id_SignBankVariant=5874
sunday_2	Sunday	occurrence?id_SignBankVariant=2732

sunrise	sunrise	occurrence?id_SignBankVariant=2733
(f)sunrise	sunrise	occurrence?id_SignBankVariant=244
*(f)sunrise (sleep+(f)sunrise)	sunrise	occurrence?id_SignBankVariant=5732

sunset	sunset	occurrence?id_SignBankVariant=2734
(f)sunset	sunset	occurrence?id_SignBankVariant=245

sunshine	sun, sunny, sunshine	occurrence?id_SignBankVariant=2735
(2h)sunshine	sun, sunny, sunshine	occurrence?id_SignBankVariant=4513
(2h)sunshine_2	sun, sunny, sunshine	occurrence?id_SignBankVariant=4583
sunshine_2	sun, sunny, sunshine	occurrence?id_SignBankVariant=4570

superior	boss, chairperson, chief, superior, VIP	occurrence?id_SignBankVariant=2736
(1h)superior	boss, chairperson, chief, superior, VIP	occurrence?id_SignBankVariant=114

supervise	oversee, supervise	occurrence?id_SignBankVariant=2737
supervise* (supervise+agent)	oversee, supervise	occurrence?id_SignBankVariant=4088

supervise+agent	supervisor	occurrence?id_SignBankVariant=4087

supper	supper	occurrence?id_SignBankVariant=6481

support	advocate, back, pull for, reinforce, sponsor, stand behind, support, uphold	occurrence?id_SignBankVariant=2738
(r)support	advocate, back, pull for, reinforce, sponsor, stand behind, support, uphold	occurrence?id_SignBankVariant=325
support* (support+agent)	advocate, back, pull for, reinforce, sponsor, stand behind, support, uphold	occurrence?id_SignBankVariant=4091

support+agent	advocate, supporter	occurrence?id_SignBankVariant=4090

surf-internet	surf the internet	occurrence?id_SignBankVariant=4535

surface	superficial, surface	occurrence?id_SignBankVariant=2739

surfing	surfing	occurrence?id_SignBankVariant=5866

surgery	operate, operation, surgery	occurrence?id_SignBankVariant=2740
surgery_2	operate, operation, surgery	occurrence?id_SignBankVariant=2741

surpass	surpass	occurrence?id_SignBankVariant=6595

surprise	amazement, astonishment, suddenly, surprise, surprised	occurrence?id_SignBankVariant=2742
surprise_2	amazement, astonishment, suddenly, surprise, surprised	occurrence?id_SignBankVariant=2743

surround	all around, amidst, around, surround, surrounding	occurrence?id_SignBankVariant=2744

sushi	sushi	occurrence?id_SignBankVariant=5859

suspect	suspect	occurrence?id_SignBankVariant=2745

suspend	hold, suspend	occurrence?id_SignBankVariant=2746

suspenders	suspenders	occurrence?id_SignBankVariant=5854

swallow	swallow	occurrence?id_SignBankVariant=2747
(2h)swallow	swallow	occurrence?id_SignBankVariant=7909

swear	curse, cuss, swear, talk dirty	occurrence?id_SignBankVariant=2748

sweat	perspire, sweat	occurrence?id_SignBankVariant=2749

sweater	pullover, sweater	occurrence?id_SignBankVariant=2750

sweatshirt	sweatshirt	occurrence?id_SignBankVariant=6698

ns-sweden	Sweden	occurrence?id_SignBankVariant=2079

sweetheart	honey, sweetheart	occurrence?id_SignBankVariant=2751

swim	swim, swimming	occurrence?id_SignBankVariant=2752
swim* (swim+fs-pool)	swim, swimming	occurrence?id_SignBankVariant=5551
swim* (swim+suit)	swim, swimming	occurrence?id_SignBankVariant=5476
swim-continuative	swim, swimming	occurrence?id_SignBankVariant=4345

swim+fs-pool	swim+fs-pool	occurrence?id_SignBankVariant=5855

swim+suit	swim+suit	occurrence?id_SignBankVariant=5857

swing	swing	occurrence?id_SignBankVariant=2753

swing_2	swing	occurrence?id_SignBankVariant=5763

swirling	swirling (of a storm)	occurrence?id_SignBankVariant=4567

switch	switch, trade places with	occurrence?id_SignBankVariant=2755

ns-switzerland	Switzerland	occurrence?id_SignBankVariant=2080

symbol	symbol	occurrence?id_SignBankVariant=2756

system	station, system	occurrence?id_SignBankVariant=2757

t	T	occurrence?id_SignBankVariant=2758

t-shirt	t-shirt	occurrence?id_SignBankVariant=5848

table	desk, table	occurrence?id_SignBankVariant=2759
*table (coffee+table)	desk, table	occurrence?id_SignBankVariant=5978

tail	tail	occurrence?id_SignBankVariant=2760

take	take	occurrence?id_SignBankVariant=2761
take-continuative	take	occurrence?id_SignBankVariant=4341
take-out	take out	occurrence?id_SignBankVariant=4451

take-a-hike	get out, go away, take a hike	occurrence?id_SignBankVariant=2762

take-advantage	rip off, take advantage of	occurrence?id_SignBankVariant=2763

take-break	break, midday break, respite, rest, take a break	occurrence?id_SignBankVariant=2764

take-notes	fill out, jot down, note down, outline, report, take note of, write down	occurrence?id_SignBankVariant=2765

take-off	leave, take off	occurrence?id_SignBankVariant=2766

take-off-coat	take off coat	occurrence?id_SignBankVariant=5821

take-picture	take a picture	occurrence?id_SignBankVariant=2767
take-picture* (take-picture+agent)	take a picture	occurrence?id_SignBankVariant=5526

take-picture+agent	take-picture+agent	occurrence?id_SignBankVariant=5856

take-pill	medicine, pills, tablets, take a pill, take medicine	occurrence?id_SignBankVariant=2768

take-subway	go  by subway, ride the subway, take the subway	occurrence?id_SignBankVariant=2769
take-subway_2	go  by subway, ride the subway, take the subway	occurrence?id_SignBankVariant=2770

take-train	go by train, take the train	occurrence?id_SignBankVariant=2771

take-up	adopt, assume, take up	occurrence?id_SignBankVariant=2772

talk	chat, converse, discuss, talk	occurrence?id_SignBankVariant=2773
(2h)talkwg	chat, converse, discuss, talk	occurrence?id_SignBankVariant=4769
talkwg	chat, converse, discuss, talk	occurrence?id_SignBankVariant=2776

talk-big	talk-big	occurrence?id_SignBankVariant=6049

talk-over	disagree about, mediate, talk over	occurrence?id_SignBankVariant=2774

talk-to-self	isolated, talk to oneself	occurrence?id_SignBankVariant=2775
*talk-to-self (think+talk-to-self)	isolated, talk to oneself	occurrence?id_SignBankVariant=4158

tall	tall (objects)	occurrence?id_SignBankVariant=2777

tan	tan	occurrence?id_SignBankVariant=2778

tank-top	tank top	occurrence?id_SignBankVariant=2779

tap-dance	tap dance	occurrence?id_SignBankVariant=2780

tap-on-shoulder	tap on shoulder	occurrence?id_SignBankVariant=5858

tape	scotch tape, tape	occurrence?id_SignBankVariant=2781

tape-recording	record, tape recording	occurrence?id_SignBankVariant=2782

tape_2	tape	occurrence?id_SignBankVariant=5773

taste	style, taste	occurrence?id_SignBankVariant=2783

tattle	snitch, tattle, tell on	occurrence?id_SignBankVariant=2784
(1h)tattle	snitch, tattle, tell on	occurrence?id_SignBankVariant=115

tattoo	tattoo	occurrence?id_SignBankVariant=2785
tattoo_2	tattoo	occurrence?id_SignBankVariant=2786

tea	tea	occurrence?id_SignBankVariant=2787

teach	educate, instruct, teach	occurrence?id_SignBankVariant=2788
(1h)teach* ((1h)teach+(1h)agent)	educate, instruct, teach	occurrence?id_SignBankVariant=5063
(1h)teach* ((1h)teach+agent)	educate, instruct, teach	occurrence?id_SignBankVariant=6627
(i)teach	educate, instruct, teach	occurrence?id_SignBankVariant=5628
teach* (teach+agent)	educate, instruct, teach	occurrence?id_SignBankVariant=4097
teach_2	educate, instruct, teach	occurrence?id_SignBankVariant=5695

(1h)teach+(1h)agent	(1h)teach+(1h)agent	occurrence?id_SignBankVariant=4750

(1h)teach+agent	(1h)teach+agent	occurrence?id_SignBankVariant=6629

teach+agent	teacher	occurrence?id_SignBankVariant=4096

team	team	occurrence?id_SignBankVariant=2789

tease	egg on, feed, tease	occurrence?id_SignBankVariant=2790

tease_2	tease_2	occurrence?id_SignBankVariant=7798

technology	technology	occurrence?id_SignBankVariant=5282
technology* (technology+agent)	technology	occurrence?id_SignBankVariant=4100
technology_2	technology	occurrence?id_SignBankVariant=6303
technology_2* (technology_2+agent)	technology	occurrence?id_SignBankVariant=4103

technology+agent	technician	occurrence?id_SignBankVariant=4099

technology_2+agent	technician	occurrence?id_SignBankVariant=4102

teenager	adolescent, teenager	occurrence?id_SignBankVariant=2791

teeth	teeth	occurrence?id_SignBankVariant=2792
teeth_2	teeth	occurrence?id_SignBankVariant=2793

telescope	telescope	occurrence?id_SignBankVariant=2794

tell	reveal, tell	occurrence?id_SignBankVariant=4400
1p-tell-2p	reveal, tell	occurrence?id_SignBankVariant=7524
1p-tell:j	reveal, tell	occurrence?id_SignBankVariant=4373
i:tell-1p	reveal, tell	occurrence?id_SignBankVariant=4384
tell-1p	reveal, tell	occurrence?id_SignBankVariant=2795
tell:j	reveal, tell	occurrence?id_SignBankVariant=4362

temperature	degrees (of temperature), temperature	occurrence?id_SignBankVariant=2797
(1)temperature-drop	temperature drop	occurrence?id_SignBankVariant=4475
(1)temperature/pitch	pitch, temperature	occurrence?id_SignBankVariant=54
*(1)temperature/pitch (voice+(1)temperature/pitch)	degrees (of temperature), temperature	occurrence?id_SignBankVariant=4223

temperature-rising	temperature rising	occurrence?id_SignBankVariant=5840

temple	house of worship, synagogue, temple	occurrence?id_SignBankVariant=2798

tempt	enticing, tempt, temptation, tempting	occurrence?id_SignBankVariant=2799

ten	ten	occurrence?id_SignBankVariant=2800
*ten (cent+ten)	ten	occurrence?id_SignBankVariant=3424
*ten (time+ten)	ten	occurrence?id_SignBankVariant=6451
ten* (ten+eight)	ten	occurrence?id_SignBankVariant=4106

ten+eight	eighteen	occurrence?id_SignBankVariant=4105

tend	inclined to, liable to, prone to, tend, tendency	occurrence?id_SignBankVariant=2801
(1h)tend	inclined to, liable to, prone to, tend, tendency	occurrence?id_SignBankVariant=116

ns-#tenn	ns-#tenn	occurrence?id_SignBankVariant=4707

tent	tent	occurrence?id_SignBankVariant=5863

tent-setup	set up a tent	occurrence?id_SignBankVariant=6048

test	assess, assessment, exam, examination, quiz, test	occurrence?id_SignBankVariant=2802
test_2	assess, assessment, exam, examination, quiz, test	occurrence?id_SignBankVariant=2803

*testament ((s)old+testament)	*testament ((s)old+testament)	occurrence?id_SignBankVariant=3209
*testament (new+testament)	*testament (new+testament)	occurrence?id_SignBankVariant=3858
*testament (old+testament)	*testament (old+testament)	occurrence?id_SignBankVariant=5948
*testament_2 (old+testament_2)	*testament_2 (old+testament_2)	occurrence?id_SignBankVariant=3905

ns-texas	Texas	occurrence?id_SignBankVariant=2081

texting	pager, text, texting	occurrence?id_SignBankVariant=2804
texting_2	pager, text, texting	occurrence?id_SignBankVariant=2805
texting_3	pager, text, texting	occurrence?id_SignBankVariant=4565

than	than	occurrence?id_SignBankVariant=2806

thank-you+suggest	thank-you+suggest	occurrence?id_SignBankVariant=3168

(g)thanksgiving	Thanksgiving	occurrence?id_SignBankVariant=254

thanksgiving	Thanksgiving	occurrence?id_SignBankVariant=2807

that	that, that one	occurrence?id_SignBankVariant=2808
(2h)that	that, that one	occurrence?id_SignBankVariant=4703
*that (know+that)	that, that one	occurrence?id_SignBankVariant=3774
that:j	that, that one	occurrence?id_SignBankVariant=4374

thats-all	that's all	occurrence?id_SignBankVariant=4561

then	or, then	occurrence?id_SignBankVariant=2809

theory	theory	occurrence?id_SignBankVariant=2810
theory_2	theory	occurrence?id_SignBankVariant=2811
theory_3	theory	occurrence?id_SignBankVariant=6764

therapy	therapy	occurrence?id_SignBankVariant=5671
therapy* (therapy+agent)	therapy	occurrence?id_SignBankVariant=5786

therapy+agent	therapy+agent	occurrence?id_SignBankVariant=5814

therefore	therefore	occurrence?id_SignBankVariant=2812

thermometer	thermometer	occurrence?id_SignBankVariant=2813

these	these	occurrence?id_SignBankVariant=2814
(1h)this	this	occurrence?id_SignBankVariant=4794
this	this	occurrence?id_SignBankVariant=2831
this_2	this	occurrence?id_SignBankVariant=4791

(l-x)thick	thick	occurrence?id_SignBankVariant=273

thief	burglar, robber, thief	occurrence?id_SignBankVariant=2815

thin	skinny, slender, slim, thin	occurrence?id_SignBankVariant=2816
(1h)thin	skinny, slender, slim, thin	occurrence?id_SignBankVariant=6380
thin_2	skinny, slender, slim, thin	occurrence?id_SignBankVariant=2817

thing	object, thing	occurrence?id_SignBankVariant=2818
(2h)thing	object, thing	occurrence?id_SignBankVariant=170
*(2h)thing ((2h)any+(2h)thing)	object, thing	occurrence?id_SignBankVariant=5136
*(2h)thing (every+(2h)thing)	object, thing	occurrence?id_SignBankVariant=3571
*thing (any+thing)	object, thing	occurrence?id_SignBankVariant=3251

think	sense, think, thought	occurrence?id_SignBankVariant=2819
(2h)think* ((2h)think+agree)	sense, think, thought	occurrence?id_SignBankVariant=6057
(2h)think* ((2h)think+shock)	sense, think, thought	occurrence?id_SignBankVariant=3171
(v)think* ((v)think+mean)	sense, think, thought	occurrence?id_SignBankVariant=3217
think* (think+(2h)pass-out)	sense, think, thought	occurrence?id_SignBankVariant=4112
think* (think+(2h)pass-out_2)	sense, think, thought	occurrence?id_SignBankVariant=6092
think* (think+(s)bomb)	sense, think, thought	occurrence?id_SignBankVariant=7679
think* (think+a-level-below)	sense, think, thought	occurrence?id_SignBankVariant=5463
think* (think+agree)	sense, think, thought	occurrence?id_SignBankVariant=4115
think* (think+burst)	sense, think, thought	occurrence?id_SignBankVariant=5321
think* (think+confuse)	sense, think, thought	occurrence?id_SignBankVariant=6140
think* (think+decide)	sense, think, thought	occurrence?id_SignBankVariant=4118
think* (think+faith)	sense, think, thought	occurrence?id_SignBankVariant=4121
think* (think+few)	sense, think, thought	occurrence?id_SignBankVariant=6347
think* (think+focus/narrow)	sense, think, thought	occurrence?id_SignBankVariant=4127
think* (think+general)	sense, think, thought	occurrence?id_SignBankVariant=4130
think* (think+goal)	sense, think, thought	occurrence?id_SignBankVariant=6434
think* (think+grab-chance)	sense, think, thought	occurrence?id_SignBankVariant=4133
think* (think+hope)	sense, think, thought	occurrence?id_SignBankVariant=7079
think* (think+long-list)	sense, think, thought	occurrence?id_SignBankVariant=6918
